title,artist,duration,date,popularity,danceability,tempo
A Milli,Lil Wayne,221840,1/1/08,64,0.674,151.486
"Work Hard, Play Hard",Wiz Khalifa,219026,12/4/12,62,0.787,140.008
BOUNCE,Mykii J,167156,8/31/22,19,0.835,140.163
Let's Get It (Remix) [feat. 21 Savage],Hunxho,156995,2/18/22,64,0.863,80.073
No Cap,Lil Realist X,146400,9/27/21,15,0.954,100.016
Bugatti,Ace Hood,269266,1/1/13,63,0.6,130.205
Get Up,50 Cent,195680,1/1/08,57,0.707,92.435
Body,Megan Thee Stallion,171067,11/20/20,73,0.914,94.066
Perfect,Logic,100291,7/24/20,69,0.769,159.943
Slay3r,Playboi Carti,164590,12/25/20,63,0.885,140.028
Swerve,StarterKit Duke,120058,11/14/21,18,0.741,85.514
Zim Zimma,Joyner Lucas,239702,10/23/20,0,0.883,149.052
Push It,Rick Ross,208600,1/1/06,59,0.66,151.073
What It Feels Like,Nipsey Hussle,275162,2/12/21,46,0.394,86.897
Grinding All My Life,Nipsey Hussle,175040,2/16/18,67,0.6,180.165
Ballin,Logic,166080,6/15/18,70,0.737,150.621
Stupid Again,Tory Lanez,174848,4/10/20,64,0.775,120.059
Makaveli,Ombre2Choc Nation,294175,12/10/19,46,0.454,70.699
GATTI,JACKBOYS,181144,12/27/19,76,0.594,143.477
"New Level REMIX (feat. Future, A$AP Rocky & Lil Uzi Vert)",A$AP Ferg,251194,10/20/16,56,0.711,121.112
It's up Wit Me,KIDD 550,196000,7/27/22,33,0.637,147.92
Value,A$AP Ferg,166040,9/25/20,42,0.766,129.997
Solitaires (feat. Travis Scott),Future,205666,5/15/20,63,0.691,169.982
Who Dat Boy (feat. A$AP Rocky),"Tyler, The Creator",205093,7/21/17,69,0.706,115.414
Betrayal (feat. Drake),Trippie Redd,152024,8/21/21,62,0.74,158.114
I Be,Key Glock,193480,3/25/22,67,0.905,136.982
Z��ote Tarasy,Mr. Polska,146269,4/8/22,71,0.878,127.034
Narcyz,Chivas,144000,3/20/22,68,0.805,104.994
Du�_e Oczy,Smolasty,168750,8/5/21,67,0.788,127.951
Pakuje Walize,"Dawid, Artysta",154000,3/9/22,67,0.974,119.972
Awaryjne ��wiat��a,FRIZ,145846,6/17/22,67,0.889,129.975
Jetlag (feat. The Plug),Malik Montana,126084,2/6/22,66,0.823,124.952
Grill u Gawrona,Bia��as,172400,10/4/18,66,0.741,127.947
Blok,Mata,225360,10/1/21,65,0.794,123.068
Puerto Bounce,��abson,184615,5/31/21,64,0.851,86.667
Disney,Kizo,219268,6/24/21,63,0.806,122.984
Afterparty,White 2115,187080,6/24/22,63,0.751,127.043
GOMBAO 33,Mata,340106,1/17/20,63,0.744,125.984
Impreza,Sobel,165783,11/23/19,62,0.92,119.993
Jad�� noc�� na Mazurach 2,Kinny Zimmer,153600,4/26/22,63,0.808,124.992
VOGUE,Bedoes,218133,11/29/19,62,0.782,118.033
Robie YEAH,Malik Montana,173622,9/27/19,62,0.732,94.014
COCO,mgng,137992,8/17/21,61,0.763,129.993
NARCO TRAFFICANTE,Kronkel Dom,152113,10/22/21,61,0.846,141.956
Lot,Kizo,167111,4/6/22,61,0.741,134.927
Mog�� Dzi�� Umiera��,White 2115,171253,10/25/19,60,0.841,127.965
co to za bluza lanek?,SB Maffija,192480,1/28/22,60,0.854,125.985
Brudasy With Attitude (feat. Farid Bang),Malik Montana,151874,4/1/22,61,0.917,127.989
J��zyk cia��a,Tymek,201106,3/22/19,60,0.72,127.972
only&one,Kukon,206653,4/7/22,59,0.806,118.001
Polski Karnawa��,Young Igi,147692,2/24/22,59,0.851,130.019
Magenta (prod. Auer),Pezet,200333,9/27/19,59,0.742,132.996
3 Telefony,Malik Montana,133199,11/5/21,60,0.576,98.237
Rozmazana kreska,Kinny Zimmer,190880,11/17/21,58,0.759,159.88
Tr�_jk��t Bermudzki,Sentino,225000,3/22/22,58,0.645,128.072
UA,Reto,219120,6/29/18,58,0.711,91.061
Niewidzialny,Gibbs,184060,9/30/21,57,0.746,132.996
OBOK,��abson,182080,2/1/21,57,0.813,122.981
Anio��y I Demony,Tymek,210810,3/19/20,58,0.774,111.01
Tornado,Kizo,158769,8/11/22,58,0.891,130.072
Ca��y hajs,Kabe,193488,9/29/21,57,0.821,128.924
Powww!,Sentino,185600,1/6/22,57,0.833,149.897
Billy Kid,Reto,180531,7/9/20,58,0.764,140.032
Rok Tygrysa,Young Leosia,140968,4/25/22,57,0.845,127.991
Jeszcze pi���� minut,Kizo,160106,10/22/21,57,0.657,98.093
Poza kontrol��,Tymek,163757,3/22/19,57,0.803,126.013
Testarossa,Wiatr,233000,8/11/20,57,0.825,102.992
Ratuj,Smolasty,157953,12/2/21,57,0.784,124.017
Surfer,be vis,155280,5/17/18,57,0.823,120.06
BELWEDER (omamale),mgng,138750,9/24/21,57,0.804,128.044
Szklanki,Young Leosia,162407,9/23/21,57,0.953,124.968
halo,Favst,230479,9/21/20,57,0.736,119.96
Leave Me For Dead,NGO,156082,7/22/22,52,0.538,107.112
See Thru,Out The Park,174393,5/27/22,29,0.605,94.917
FYB!,YSN Flow,165660,8/5/22,46,0.714,141.907
Just For You,NGO,149333,4/8/22,33,0.363,179.606
play money,Caleb Cruise,139685,4/29/22,26,0.683,134.915
WORST WAY,Thewildcard,137400,5/20/22,37,0.569,98.407
WAIT FOR U (feat. Drake & Tems),Future,189893,5/2/22,62,0.463,83.389
Speed Dial,NGO,140903,2/26/21,26,0.432,79.522
Hotbox,YSN Flow,180800,5/2/22,47,0.757,149.411
Don Julio,Whookilledkenny,149815,7/22/22,33,0.741,77.492
RED,NGO,195000,7/23/21,24,0.819,127.996
Flyer Than I Even Been,Steven Cano,144285,9/23/22,11,0.444,168.721
712PM,Future,173186,5/2/22,69,0.711,146.971
SOS,NGO,170823,9/24/21,24,0.712,85.029
Faster,Lil Tecca,129638,8/5/22,72,0.641,153.902
Talk,Yeat,174857,9/2/22,82,0.698,139.998
Vette Motors,YoungBoy Never Broke Again,173419,6/10/22,69,0.83,155.103
Finesse (feat. Marvin Divine),NGO,166365,8/14/17,23,0.785,135.07
Save Me (feat. Lil Durk),Southside,173987,7/22/22,67,0.779,159.994
Die Young (feat. 347aidan),Sleepy Hallow,148816,5/25/22,82,0.808,77.471
Hear It Back (feat. Moneybagg Yo),Lil Durk,134907,6/24/22,72,0.766,140.055
Yummy,DJ Illanoise,162739,6/5/20,18,0.723,73.023
Waddup (feat. Polo G),PGF Nuk,181540,4/2/22,69,0.706,76.062
Rich Minion,Yeat,165517,6/29/22,73,0.639,145.058
I'M ON ONE (feat. Drake),Future,236186,5/2/22,60,0.773,76.977
True Love,Kanye West,148571,5/27/22,82,0.712,84.042
Scrape It Off (feat. Lil Uzi Vert & Don Toliver),Pusha T,152612,4/22/22,74,0.594,106.726
In My Head,Lil Tjay,135264,4/1/22,80,0.684,143.049
Banking On Me,Gunna,200000,2/14/22,76,0.793,135.143
PUFFIN ON ZOOTIEZ,Future,172933,5/2/22,71,0.883,124.992
Chosen (feat. Ty Dolla $ign),Blxst,161684,12/4/20,78,0.571,93.421
Huuuh,Lil Durk,174478,6/24/22,59,0.682,82.533
FOR FUN,Lil Uzi Vert,188059,7/25/22,49,0.775,134.028
Changed On Me (feat. Vory & Polo G),Fivio Foreign,241643,4/8/22,61,0.6,145.805
Publicity Stunt,Gucci Mane,196657,3/4/22,59,0.782,130.16
What Happened To Virgil (feat. Gunna),Lil Durk,181393,3/11/22,76,0.795,140.037
Off The Grid,Kanye West,339249,11/14/21,55,0.57,137.574
Elon Musk (feat. Gunna),DDG,205758,2/18/22,68,0.826,140.039
City of Gods,Fivio Foreign,256000,2/11/22,71,0.474,147.356
Petty Too (feat. Future),Lil Durk,159926,3/11/22,69,0.824,154.081
Worst Day,Future,184893,2/11/22,63,0.646,88.506
AHHH HA,Lil Durk,186538,3/11/22,65,0.676,156.005
Man in the Mirror,A Boogie Wit da Hoodie,215303,12/10/21,71,0.849,135.997
hibachi (feat. Kodak Black & 21 Savage),Roddy Ricch,170413,12/17/21,66,0.681,172.946
Me or Sum (feat. Future & Lil Baby),Nardo Wick,225533,12/3/21,73,0.534,160.333
Flossin�۪ (feat. YoungBoy Never Broke Again),Internet Money,168000,1/20/22,62,0.713,159.99
War,King Von,160133,3/4/22,64,0.915,131.919
Scared Money (feat. J. Cole and Moneybagg Yo),YG,204285,2/4/22,70,0.898,84.018
Risky,Lil Durk,218171,6/24/22,59,0.755,152.072
Already Dead,Juice WRLD,231220,12/10/21,7,0.744,83.51
Girls Want Girls (with Lil Baby),Drake,221979,9/3/21,80,0.767,86.975
Rumors (feat. Lil Durk),Gucci Mane,185855,1/25/22,70,0.688,159.897
V12 (feat. Lil Uzi Vert),iann dior,177835,9/14/21,59,0.705,164.941
too easy,Gunna,138586,9/24/21,64,0.798,155.964
No Where,YoungBoy Never Broke Again,157845,9/24/21,0,0.657,146.061
trademark usa,Baby Keem,270670,9/10/21,75,0.615,130.027
25 million,Roddy Ricch,204626,12/17/21,67,0.793,132.202
First Day Out,Tee Grizzley,254693,4/7/17,73,0.587,98.008
Power,Young Thug,187199,10/29/15,0,0.872,139.024
Epidemic,Polo G,177272,6/11/21,68,0.616,175.929
Facetime (feat. G Herbo),King Von,156133,3/4/22,58,0.845,79.972
REPEAT IT (with Gunna),Lil Tecca,190344,8/6/21,69,0.681,108.641
Evil Twins,King Von,115320,3/4/22,62,0.877,149.989
NOT SOBER (feat. Polo G & Stunna Gambino),The Kid LAROI,216000,7/23/21,71,0.671,119.82
Slippery (feat. Gucci Mane),Migos,304041,4/7/17,16,0.92,141.967
No Return (with The Kid LAROI & Lil Durk),Polo G,168728,6/11/21,66,0.479,155.057
p r i d e . i s . t h e . d e v i l (with Lil Baby),J. Cole,218210,5/14/21,79,0.861,88.967
Rich Gangsta (feat. Tee Grizzley),King Von,165529,3/4/22,54,0.804,174.904
SUVs (Black on Black),Jack Harlow,157675,8/3/21,71,0.801,162.928
POCKET ROCKET,Cochise,131500,8/20/21,73,0.711,160.931
Felina,WIU,225882,9/22/22,67,0.585,169.239
Vampiro,Matu̻,250434,3/29/22,81,0.782,114.994
Fim de Semana no Rio,Teto,165882,3/30/22,78,0.867,118.868
Posturaḍo,DomLaike,162782,8/15/22,71,0.693,114.965
Groupies,Doode,164571,9/28/21,71,0.845,139.955
Balazul,Teto,202909,6/7/22,76,0.843,110.077
Sonho Dos Cria,Filipe Ret,143255,6/16/22,74,0.766,128.993
Antes,Matu̻,169092,9/10/20,72,0.769,149.949
Tiffany,MD Chefe,152452,8/4/21,64,0.746,126.025
Dia Azul,Teto,138370,4/1/21,68,0.845,119.08
Sem D�_,Matu̻,267130,12/30/21,74,0.612,172.467
Fogo,Jovem Dex,155802,5/13/21,43,0.906,114.037
Mustang Preto,Teto,183000,10/10/21,70,0.917,111.023
Nesse Instante (feat. Vulgo FK & Caio Passos),WC no Beat,182509,12/16/21,44,0.685,131.573
202,Kweller,170000,8/9/22,79,0.76,119.992
Gorilla Roxo,Matu̻,165336,9/10/20,69,0.668,134.988
Rei Lacoste,MD Chefe,152051,8/4/21,63,0.896,119.964
Ṇo Sabem de Nada,Rashid,242384,8/31/22,49,0.67,120.927
Paypal,Teto,166153,4/1/21,68,0.888,130.067
X1,MC Cabelinho,188852,12/20/21,79,0.579,183.075
Quer Voar,Matu̻,187636,8/11/21,73,0.806,82.492
Pitbull,WIU,170400,11/2/21,60,0.647,149.969
M��quina do Tempo,Matu̻,230400,9/10/20,71,0.629,149.978
Bagulho Louco,Mc Paiva ZS,124238,1/25/22,79,0.531,170.085
Na Onda do Gin,WC no Beat,264057,11/18/21,67,0.758,147.081
Xeque-Mate (feat. Paiva Prod),IGOR,171789,9/24/20,51,0.652,95.053
Kenny G,Matu̻,189600,9/4/19,70,0.417,72.573
Aff,VICTIN,206829,6/10/22,53,0.55,121.172
Fragr̢ncia - Remix (feat. PL Quest),MD Chefe,171471,8/4/21,60,0.737,111.984
Konteiner,Filipe Ret,150697,6/16/22,74,0.797,128.993
Tapa,Jovem Dex,159010,5/13/21,53,0.807,79.977
777-666,Matu̻,164000,9/10/20,70,0.544,179.924
Festa Privada,Lz da Fran̤a,190677,6/24/22,30,0.643,117.986
Metflix,Mc Poze do Rodo,133333,7/20/22,77,0.505,174.322
Poema de Bandido,ike,202014,8/17/22,28,0.718,82.014
Manha,Teto,177442,4/1/21,65,0.913,140.009
Mant̩m,WIU,195692,10/9/19,62,0.754,129.983
Viẓo de Cria 2,Dallass,306141,8/1/22,73,0.688,127.061
Montblanc,MD Chefe,144043,8/4/21,52,0.74,119.968
Temporal,Hungria Hip Hop,277285,9/16/22,62,0.752,139.989
Chamando Aten̤̣o,CJota,136423,8/23/22,43,0.674,116.916
�� Sal,Matu̻,157687,9/10/20,69,0.708,159.915
Luz da Lua,Oriente,203520,10/21/21,51,0.76,125.038
Vem Chapar,Matu̻,165789,9/10/20,61,0.696,94.936
Tava Bom,Mateca,226666,6/7/22,63,0.692,144.143
Money Rain,Jovem Dex,208031,5/13/21,53,0.833,119.94
Burberry,MD Chefe,164181,4/12/22,55,0.759,109.916
O Fim ̩ Triste (feat. DJ BOY),MC Hariel,158117,6/17/22,76,0.75,56.271
Casal 171,ike,201857,3/23/22,41,0.769,139.977
Momento (feat. Luccas Carlos),WC no Beat,202218,3/26/22,46,0.822,133.064
Cogul̢ndia,Matu̻,120000,9/10/20,66,0.88,129.955
��TPM,Jovem Dex,180937,5/13/21,53,0.821,129.984
N�� SEGREDO,MC Cabelinho,155771,9/19/22,68,0.654,103.548
Jogo Virou,Cacife Clandestino,143111,5/10/19,43,0.66,134.895
Animais,Oreia,136000,3/31/22,28,0.777,120
Fashion,Teto,145531,4/1/21,59,0.9,93.953
Me Sinto Aben̤oado,Mc Poze do Rodo,214235,12/7/21,74,0.729,117.918
22K,MD Chefe,170152,4/28/22,53,0.776,119.989
Malvada,ike,193548,11/10/21,37,0.584,93.079
Cruzeiro da Revoada,Hungria Hip Hop,222603,11/19/21,70,0.869,123.126
Dior,BIN,229894,6/13/22,74,0.802,94.977
Rambo,Jovem Dex,139014,5/13/21,47,0.788,119.954
Anos Luz,Matu̻,264035,11/10/17,69,0.634,109.817
Opala,SEST,146802,8/6/21,30,0.755,92.078
Praia do Rosa - Ac̼stico,Oriente,256523,11/23/18,61,0.57,90.653
Malvaḍo 3,Xaṃ,141769,11/30/21,75,0.821,133.133
Tato e Sutileza,MD Chefe,170057,4/28/22,38,0.538,87.454
Flores e Facas,Murica,168000,8/12/22,45,0.635,126.724
A Cara do Crime 3 (Brinde �� Liberdade),Mc Poze do Rodo,300689,5/27/22,73,0.616,173.817
Corte Americano,Filipe Ret,139534,4/22/21,73,0.728,129.055
Nossa Hist�_ria,WC no Beat,238272,1/28/21,37,0.781,95.55
Obama,Jovem Dex,186677,5/13/21,47,0.806,125.933
A Lua - Spotify Singles,Teto,159157,11/17/21,55,0.676,95.03
EUROPA (feat. Gson),Mizzy Miles,216800,6/1/22,63,0.794,98.05
Pandora,DJ Matt D,177000,11/26/21,74,0.688,124.553
Falar de Amor,Oreia,222000,8/16/22,30,0.473,156.179
GIN,WC no Beat,209045,8/20/20,34,0.721,138.883
"Oi, Como Ce T��?",Vulgo FK,156153,2/18/22,71,0.704,156.101
Motorola,Pineapple StormTv,182460,9/9/22,55,0.759,128.431
Nessa Vida,IGOR,189233,3/17/22,40,0.468,115.158
Mandona - Ac̼stico,Oriente,239999,11/19/18,59,0.652,88.755
demor̫,Konai,159000,8/27/21,37,0.644,89.976
212,Chefin,150610,1/15/22,73,0.789,154.037
Salserin #1 - Para,IGOR,210429,4/8/21,50,0.822,115.032
Baile da Serra,Brạo,205058,4/29/22,71,0.801,109.797
"Louis V, Menina Linda - Ao Vivo no REP Festival",REP Festival,207658,8/16/22,38,0.678,127.052
Me Espera,Cacife Clandestino,242218,11/7/19,39,0.767,140.062
"P�_lula Vermelha, P�_lula Azul (Incidental: Banditismo por uma Quesṭo de Classe)",Rashid,189098,4/20/22,36,0.766,79.979
A Nova Era,Chefin,194312,7/7/22,67,0.523,130.91
Yakuza,Jovem Dex,140581,5/13/21,51,0.882,140.13
F* F* M*,Filipe Ret,176000,4/22/21,71,0.866,119.982
Favela No Topo,Hungria Hip Hop,262200,11/19/21,62,0.892,125.027
Levanta e Anda (feat. Rael) - Ao Vivo,Emicida,192253,4/21/18,39,0.381,80.712
Salserin #2 - M�_ Paz (feat. Neo Beats),IGOR,283764,1/13/22,40,0.758,113.583
I'm On It,Joshua F. Bentley,146742,8/24/22,37,0.693,175.065
5K,o24,142857,9/28/22,0,0.668,105.521
I Need a Doctor,Dr. B,201039,8/2/22,39,0.676,90.276
Make It Bacc,Kenny Benji,207464,9/22/22,16,0.808,139.999
IN MY BAG,BIG VENTI,157557,8/19/22,26,0.696,130.996
Medusa Freestyle,Michael Jacques Parker,171428,9/25/22,7,0.655,146.917
Model 3,RTC,192000,6/17/22,36,0.85,140.011
Barbie Girl,Fully Top Dolla,176725,7/4/22,24,0.713,142.035
Got The Sauce,OG Gazo,192000,5/21/21,37,0.599,94.832
ManDEM,Fully Top Dolla,184677,8/20/22,31,0.795,144.073
Wet Me Up,Jay Threatt,246567,8/28/22,30,0.816,125.034
GOD NEWIT,Shaka Banton,189350,9/13/22,22,0.322,76.666
Under The Influence,Chris Brown,184613,10/4/19,95,0.733,116.992
I Like You (A Happier Song) (with Doja Cat),Post Malone,192840,6/3/22,92,0.733,100.964
Super Freaky Girl,Nicki Minaj,170977,8/12/22,92,0.95,133.01
Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,182906,5/6/22,90,0.801,159.969
IFTK,Tion Wayne,190684,5/12/22,76,0.614,146.235
Sticky,Drake,243227,6/17/22,83,0.853,137.027
Falling Back,Drake,266178,6/16/22,64,0.718,118.989
It's A Vibe,2 Chainz,210200,6/16/17,70,0.822,73.003
See You Again (feat. Kali Uchis),"Tyler, The Creator",180386,7/21/17,85,0.558,78.558
Jocelyn Flores,XXXTENTACION,119133,8/25/17,84,0.872,134.021
Passionfruit,Drake,298940,3/18/17,83,0.809,111.98
Unforgettable,French Montana,233901,7/14/17,82,0.726,97.985
LOVE. FEAT. ZACARI.,Kendrick Lamar,213400,4/14/17,82,0.8,126.058
Let You Down,NF,212120,10/6/17,80,0.662,147.997
Him & I (with Halsey),G-Eazy,268866,12/15/17,79,0.589,87.908
Everybody Dies In Their Nightmares,XXXTENTACION,95466,8/25/17,84,0.734,129.953
1-800-273-8255,Logic,250173,5/5/17,78,0.62,100.023
Lie,NF,209213,10/6/17,76,0.513,94.791
Do Not Disturb,Drake,283550,3/18/17,75,0.618,170.982
Neon Guts (feat. Pharrell Williams),Lil Uzi Vert,258789,8/25/17,75,0.859,119.934
911 / Mr. Lonely (feat. Frank Ocean & Steve Lacy),"Tyler, The Creator",255653,7/21/17,75,0.48,90.034
Glorious (feat. Skylar Grey),Macklemore,220454,9/22/17,75,0.731,139.994
beamer boy,Lil Peep,203373,6/8/17,75,0.743,123.994
River (feat. Ed Sheeran),Eminem,221013,12/15/17,74,0.748,90.09
Some Way,NAV,179773,2/24/17,73,0.744,154.962
LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,227360,4/14/17,73,0.658,110.684
4:44,JAY-Z,284493,7/7/17,72,0.261,177.997
ELEMENT.,Kendrick Lamar,208733,4/14/17,72,0.748,189.891
Myself,NAV,226040,2/24/17,71,0.749,80.032
Zosia,Bia��as,141663,5/8/22,67,0.826,139.993
Wsch�_d (lubi�� zapierdala��),Bedoes,248986,11/29/19,64,0.612,143.098
Je�_yk!,Oki,208676,4/11/22,64,0.73,136.023
Jestem Bogiem,Paktofonika,202306,12/18/00,63,0.564,180.13
Proste fakty,SB Maffija,218827,1/28/22,64,0.718,144.059
Blask,Reto,211225,10/1/21,62,0.714,149.931
WI��CEJ DYMU,2115,165000,4/30/22,62,0.814,165.894
HARD FLEX DRIVE,Kukon,160799,4/7/22,62,0.743,100.036
Ameryka��skie Teledyski,Oki,196200,5/6/21,61,0.689,180.019
Jakbym Mia�� W R��ku Klamk��,Chivas,167200,5/20/21,61,0.723,122.959
Icey,��abson,149647,1/13/22,61,0.772,169.879
dddd,Favst,175493,12/10/21,60,0.73,90.021
Bandyta,Sobel,156013,4/15/21,60,0.698,150.976
XO,Chivas,164360,5/20/21,60,0.696,89.984
Myto,Kizo,154838,6/16/22,61,0.813,154.684
��YCIA SCHEMAT,Gruby AK47,147000,3/10/22,59,0.811,90.024
Na blokach,Kali,167495,6/9/22,59,0.789,174.044
Agrest i bez,SB Maffija,241026,1/28/22,58,0.724,141.876
Bestia,Young Igi,197885,10/19/18,58,0.645,94.055
NA FORACH,Rusina,202886,3/30/22,58,0.792,97.022
WIFI,Guzior,207432,6/8/18,58,0.683,119.84
Bez Strachu,Paluch,270459,12/20/13,57,0.543,106.43
Per��y,Oki,142866,6/9/22,57,0.576,90.016
PRZEGRA��EM Z FUKAJEM,Fukaj,214064,2/21/22,56,0.676,91.032
La vida loca,White 2115,153813,8/31/18,56,0.641,75.059
1998 (mam to we krwi),Bedoes,232133,11/29/19,56,0.721,148.747
Kr�_l balu,Kizo,161032,7/28/21,55,0.769,77.522
Flary,PRO8L3M,211384,3/16/18,55,0.53,128.459
Baba Hassan,Pusher,113598,5/20/22,55,0.671,164.976
Bardziej Sob�� Ni�_ Kiedykolwiek,Oki,211956,6/9/22,55,0.599,87.27
Wodospady,Popek,182000,3/1/16,54,0.572,137.016
Szaman,Paluch,248195,11/25/16,54,0.854,124.044
Testarossa,Wiatr,233000,7/8/21,54,0.82,103.041
Rockstar,White 2115,189853,8/31/18,55,0.712,162.763
Sukcesu Cena,Malik Montana,130798,12/3/21,54,0.859,123.043
M��ody Boss,��abson,245533,2/1/21,54,0.89,111.991
Czempion,Kizo,201178,11/12/18,55,0.509,213.744
Buty Na Rzepy,Young Igi,201428,3/10/22,53,0.955,111.889
Ka�_dy blok,Paluch,206666,6/2/21,54,0.794,144.047
M��WILI,Malik Montana,189320,5/25/18,53,0.77,169.943
Wiking,Sarius,176346,8/31/18,53,0.663,164.085
Half Dead,Quebonafide,278742,6/14/17,53,0.867,120.036
Na 100,Wac Toja,171000,4/24/22,52,0.66,160.042
wiesz jak jest,Miszel,136000,4/29/22,52,0.692,144.985
Kuchnia Polska,Kizo,175227,6/16/22,52,0.738,87.99
BIZNES,Jan-Rapowanie,224347,3/11/22,52,0.877,91.984
Casablanca,BLACHA,144639,7/29/18,52,0.715,121.077
Meow,Beteo,187013,10/26/18,51,0.756,98.951
J$,Szpaku,185625,6/14/22,51,0.688,128.004
