title,artist,duration,date,popularity,danceability,tempo
We'll Never Have Sex,Leith Ross,99620,3/25/22,70,0.365,174.053
Be My Mistake,The 1975,256688,11/30/18,73,0.572,109.923
Hide and Seek,Imogen Heap,268979,7/18/05,61,0.451,121.123
Myth,Beach House,258653,5/15/12,63,0.445,141.965
Moon River,Frank Ocean,188323,2/14/18,67,0.24,77.349
Mystery of Love (From the Original Motion Picture ���Call Me by Your Name�۝),Sufjan Stevens,248964,12/1/17,61,0.365,132.285
Liability,Lorde,171727,6/16/17,75,0.587,75.67
I Should Live in Salt,The National,248043,5/20/13,57,0.519,134.046
Ivy,Frank Ocean,249191,8/20/16,81,0.575,116.408
Lua,Bright Eyes,271600,1/25/05,60,0.618,105.325
Eugene,Arlo Parks,221804,2/11/20,58,0.606,174.285
Youth,Daughter,253013,1/1/13,63,0.4,146.977
Talk 2 Me,Montell Fish,139805,7/22/22,71,0.464,103.176
Touch,Cigarettes After Sex,292853,10/25/19,66,0.487,95.924
Coming Down,Dum Dum Girls,389035,9/27/11,52,0.225,136.556
Somebody Else,The 1975,347520,2/26/16,73,0.61,101.045
September Song,Agnes Obel,204331,9/30/13,60,0.23,134.926
Different Kind of World,Maggie Rogers,165786,7/29/22,43,0.609,113.75
exile (feat. Bon Iver),Taylor Swift,285634,7/24/20,80,0.298,75.602
TV,Billie Eilish,281380,7/21/22,84,0.412,140.214
Funeral,Phoebe Bridgers,232373,9/22/17,69,0.218,170.724
High and Dry,Radiohead,257480,3/13/95,75,0.419,87.568
Between the Bars,Elliott Smith,141200,2/25/97,61,0.519,135.245
Night Shift,Lucy Dacus,391829,3/2/18,66,0.48,86.15
Moon Song,Phoebe Bridgers,277676,6/18/20,71,0.339,154.909
Skinny Love,Bon Iver,238520,2/19/08,72,0.592,76.366
Bags,Clairo,260519,8/2/19,74,0.742,104.996
What Once Was,Her's,255067,5/12/17,76,0.526,145.568
Angels,The xx,171653,9/10/12,64,0.424,91.537
Andromeda,Weyes Blood,280186,4/5/19,67,0.467,131.325
First Love / Late Spring,Mitski,278640,11/11/14,79,0.445,99.963
Wait,M83,343253,2011,64,0.437,147.911
True Love Waits,Radiohead,283463,5/8/16,61,0.401,136.142
"Please, Please, Please, Let Me Get What I Want - 2011 Remaster",The Smiths,112706,1984,69,0.241,91.581
9 Crimes,Damien Rice,219226,11/7/06,57,0.329,74.174
Don't Miss It,James Blake,299200,1/18/19,45,0.52,140.914
Change,Alex G,124333,11/5/12,59,0.668,92.39
Another One,Mac DeMarco,160991,8/7/15,69,0.694,147.682
Cherry Wine - Live,Hozier,240146,9/19/14,68,0.415,81.876
Don't Know How To Keep Loving You,Julia Jacklin,332986,2/22/19,51,0.589,132.121
Tommy's Party,Peach Pit,361760,6/28/18,66,0.565,133.949
Unfucktheworld,Angel Olsen,125440,11/18/14,55,0.546,119.037
The Past and Pending - 2021 Remaster,The Shins,325374,6/19/01,53,0.594,119.605
You Broke My Heart,Current Joys,428040,1/2/13,58,0.595,155.234
Berlin,RY X,174172,5/6/16,60,0.393,136.938
Boyish - Recorded At Electric Lady Studios,Japanese Breakfast,246303,10/28/21,41,0.243,183.796
Seaside,The Kooks,99226,1/1/06,49,0.616,129.498
I Forget Where We Were,Ben Howard,281213,10/20/14,59,0.305,113.468
The Other Woman,Lana Del Rey,181960,1/1/14,77,0.255,111.67
Light Years,The National,213373,5/17/19,61,0.543,124.946
Bad Religion,Frank Ocean,175453,7/10/12,66,0.359,83.331
Tomb,Angelo De Augustine,258002,1/11/19,48,0.637,85.67
Pool,Samia,269720,8/28/20,50,0.136,68.266
Sleep Apnea,Beach Fossils,146293,2/19/13,63,0.553,79.998
Outside with the Cuties,Frankie Cosmos,154305,4/1/16,52,0.524,85.72
Harbor,Clairo,264011,7/16/21,58,0.38,93.112
Twilight,Elliott Smith,269360,10/18/04,46,0.428,140.998
Hard Times,Ethel Cain,303066,5/12/22,56,0.469,106.781
Ghost Town,First Aid Kit,287360,2010,40,0.355,125.254
cellophane,FKA twigs,204066,11/8/19,63,0.431,98.317
Tiger Mountain Peasant Song,Fleet Foxes,208973,6/3/08,51,0.645,131.011
Warned You,Good Morning,136032,11/14/14,66,0.535,137.889
Show Me Love,Hundred Waters,75671,5/27/14,44,0.626,60.285
hope is a dangerous thing for a woman like me to have - but I have it,Lana Del Rey,324498,8/30/19,69,0.49,86.675
Paper Thin,Lianne La Havas,298720,7/17/20,58,0.714,125.834
In the Aeroplane Over the Sea,Neutral Milk Hotel,202346,2/20/98,66,0.271,94.158
Otherside,Perfume Genius,160169,5/5/17,52,0.279,142.848
Wasting My Young Years,London Grammar,204213,9/10/13,49,0.543,126.86
Painkillers,Rainbow Kitten Surprise,213973,4/6/18,65,0.754,114.938
Fourth of July,Sufjan Stevens,279316,7/1/22,47,0.452,120.292
Pool House,The Backseat Lovers,269411,1/27/19,71,0.594,134.097
Lonely Shade of Blue,Nick Leng,262600,11/4/19,46,0.672,114.935
Used To Be Lonely,Whitney,228960,8/30/19,48,0.566,103.467
There Is a Light That Never Goes Out - 2011 Remaster,The Smiths,244586,6/16/86,80,0.523,136.162
I Know The End,Phoebe Bridgers,344692,6/18/20,70,0.323,111.826
Little Talks,Of Monsters and Men,266600,1/1/12,80,0.457,102.961
Elephant,Tame Impala,211226,1/1/12,72,0.598,123.075
Take Me Out,Franz Ferdinand,237026,2/16/04,79,0.277,104.561
Where Is My Mind?,Pixies,229226,10/6/97,77,0.513,81.201
Motion Sickness,Phoebe Bridgers,229760,9/22/17,77,0.651,107.021
Driving South,Goth Babe,235000,2/25/22,59,0.565,105.993
Ophelia,The Lumineers,160097,4/8/16,77,0.664,76.023
The Sunshine,Manchester Orchestra,117173,7/28/17,61,0.512,168.071
Reptilia,The Strokes,219826,10/28/03,75,0.489,158.009
We Are Young (feat. Janelle Mon��e),fun.,250626,2/21/12,74,0.378,184.086
Ain't No Rest for the Wicked,Cage The Elephant,175493,3/24/09,74,0.636,156.036
Talk Too Much,COIN,187133,4/21/17,72,0.598,103.966
Two Weeks,Grizzly Bear,243160,5/24/09,71,0.537,159.871
New Slang - 2021 Remaster,The Shins,230866,6/19/01,70,0.67,129.984
I Will Wait,Mumford & Sons,276720,9/25/12,70,0.48,131.127
Sedona,Houndmouth,239881,3/17/15,69,0.394,135.188
Hero,Family of the Year,190280,7/10/12,69,0.34,174.705
Ends of the Earth,Lord Huron,284146,10/8/12,69,0.555,120.965
Harness Your Hopes - B-side,Pavement,206946,12/9/08,68,0.604,107.862
Daylight,Matt and Kim,171333,1/20/09,68,0.57,103.303
Maps,Yeah Yeah Yeahs,219986,4/29/03,68,0.502,119.783
Wagon Wheel,Old Crow Medicine Show,232133,1/17/04,67,0.621,145.523
Colors,Black Pumas,246586,6/21/19,67,0.391,180.008
Sweet Disposition,The Temper Trap,230800,3/24/09,67,0.531,129.139
We're Going to Be Friends,The White Stripes,140178,7/3/01,67,0.534,97.009
Wildfires,SAULT,206947,6/19/20,67,0.862,114.472
Lazy Eye,Silversun Pickups,354360,7/25/06,66,0.633,127.397
Howlin' for You,The Black Keys,191800,5/18/10,66,0.705,132.627
Blue Orchid,The White Stripes,157560,6/7/05,66,0.481,151.307
The High Road,Broken Bells,232200,3/1/10,65,0.61,79.955
Hang Me Up To Dry,Cold War Kids,218786,5/11/07,65,0.509,92.5
Wake Up,Arcade Fire,335333,6/16/04,65,0.252,139.361
Blood Bank,Bon Iver,285160,1/20/09,65,0.493,116.86
House Of Cards,Radiohead,328293,12/28/07,65,0.708,111.652
West Coast,Coconut Records,210106,4/17/07,64,0.532,80.031
Paul,Big Thief,183894,5/27/16,64,0.446,123.696
Way It Goes,Hippo Campus,245456,2/24/17,63,0.542,120.014
Dearly Departed (feat. Esm̩ Patterson),Shakey Graves,212800,7/10/14,63,0.576,86.703
Window,Still Woozy,139293,4/17/20,63,0.714,91.025
Dashboard,Modest Mouse,246173,3/20/07,63,0.639,135.938
Coffee,Sylvan Esso,268213,5/13/14,62,0.455,100.01
All The Time,Bahamas,234973,8/19/14,62,0.711,127.274
No You Girls,Franz Ferdinand,223786,1/27/09,62,0.677,104.78
Song for Zula,Phosphorescent,370200,3/19/13,62,0.486,86.007
Lancaster Nights,Charlie Burg,190469,9/2/20,62,0.745,95.985
"Eat, Sleep, Wake (Nothing But You)",Bombay Bicycle Club,219893,1/17/20,62,0.596,117.016
Empress,Morningsiders,199742,3/29/19,61,0.705,100
Me & My Dog,Julien Baker,206465,10/26/18,61,0.487,94.017
Nancy From Now On,Father John Misty,234160,5/1/12,61,0.534,107.081
Every Time the Sun Comes Up,Sharon Van Etten,262520,5/27/14,61,0.663,99.759
Naive,The Kooks,203506,1/1/06,61,0.547,102.765
No Woman,Whitney,237973,6/3/16,61,0.586,112.33
Salute Your Solution,The Raconteurs,179973,3/25/08,61,0.266,168.465
Chicago,Sufjan Stevens,364613,7/5/05,61,0.582,124.97
The Suburbs,Arcade Fire,315026,7/1/10,61,0.619,117.777
anything,Adrianne Lenker,202047,10/23/20,61,0.388,83.943
Sunday Funday,TOLEDO,256629,2/12/21,60,0.429,82.971
Stella Brown,Jelani Aryeh,187415,4/3/20,60,0.724,125.007
Bad Dream Baby,Hippo Campus,178150,6/15/21,60,0.654,159.963
Mardy Bum,Arctic Monkeys,175440,2/21/06,60,0.634,112.215
circle the drain,Soccer Mommy,280213,2/28/20,60,0.482,169.064
Animal,Miike Snow,263426,1/1/09,60,0.774,118.048
Under The Table,Fiona Apple,201352,4/17/20,60,0.64,119.854
Put a Light On,Generationals,226933,2013,60,0.688,100.01
I Need Never Get Old,Nathaniel Rateliff & The Night Sweats,253733,8/21/15,60,0.614,135.093
Way With Words,Bahamas,260959,2/16/18,59,0.785,146.38
The Ghost Inside,Broken Bells,198040,3/1/10,60,0.869,103.983
Changes,Langhorne Slim,161906,8/7/15,59,0.668,110.21
Holocene,Bon Iver,336613,6/21/11,59,0.374,147.969
"Yoshimi Battles the Pink Robots, Pt. 1",The Flaming Lips,287506,5/13/02,59,0.555,156.108
Saltwater,Geowulf,247280,2/16/18,59,0.552,107.031
Daft Punk Is Playing at My House,LCD Soundsystem,314556,1/24/05,59,0.92,135.923
Missed the Boat,Modest Mouse,264813,3/20/07,59,0.71,104.007
The Barrel,Aldous Harding,299440,4/26/19,59,0.732,87.015
Oxford Comma,Vampire Weekend,195733,1/29/08,58,0.692,119.902
California,The Lagoons,261773,8/2/16,58,0.786,119.997
Romantic Homicide,d4vd,132630,7/20/22,89,0.571,132.052
Runner,Alex G,156772,6/21/22,57,0.732,108.979
julia,zzzahara,188353,9/28/22,0,0.553,104.534
Blue Copper,Quarters of Change,191764,9/30/22,0,0.315,173.985
Focus,Jackie Hayes,161587,9/28/22,0,0.564,138.004
biking to your house,april june,222000,8/24/22,46,0.589,110.052
Like You,Miss Grit,230169,9/21/22,22,0.693,93.011
Blessing,Alex G,185109,5/23/22,46,0.598,94.987
Quota,Nitefire,189362,9/30/22,0,0.403,98.279
Blood Sucking Vampires,RealLiveAnimals,173333,9/22/22,29,0.69,144.017
Daisy - Spotify Singles,Wet Leg,149443,9/21/22,59,0.549,118.936
gurl,zzzahara,156413,8/30/22,39,0.604,94.524
Hide from the World,Tyson Motsenbocker,183127,9/23/22,32,0.858,119.918
The Other Way,Michigander,190916,8/25/22,47,0.549,102.394
DONNIE DARKO,steve breaux,157419,8/26/22,39,0.409,185.956
All Day I Dream About,joe p,201667,8/5/22,56,0.582,129.981
Martian Man,Oliver Malcolm,124564,8/25/22,48,0.84,128.995
Dig!,Sports Team,161082,9/23/22,26,0.524,162.042
Easy On Your Own?,Alvvays,174627,8/10/22,53,0.353,117.129
Motels,Royel Otis,203434,8/5/22,42,0.683,138.929
Park Lodge,Enumclaw,203177,8/30/22,38,0.427,113.76
Singapore,Junior Varsity,172672,8/12/22,45,0.515,197.978
Don't Take It Personally,The Academic,220640,8/31/22,49,0.505,118.792
Weeds,Beach Bunny,202693,7/22/22,57,0.586,100.03
TVI,Surf Curse,161200,7/14/22,54,0.286,184.301
I Miss When I Smelled Like You,girlpuppy,231626,6/7/22,49,0.548,83.967
VIII. Handle It,EXUM,152000,8/31/22,33,0.447,175.075
2am,Foals,224178,6/17/22,62,0.698,135.981
Wonderful Life - Edit,Two Door Cinema Club,185944,6/16/22,53,0.57,159.966
Time,Vundabar,262346,9/16/22,43,0.329,74.126
Dog Eat Dog,Tommy Lefroy,169200,7/27/22,52,0.604,87.951
These Are The Days,Inhaler,222297,6/7/22,60,0.51,140.055
Cocoon,Jadu Heart,247323,8/12/22,49,0.294,129.876
Vault of Heaven,Pixies,239485,8/9/22,53,0.601,127.994
Paradise,Kid Smoko,180869,8/12/22,35,0.764,138.014
Home,CASTLEBEAT,231493,7/27/22,45,0.559,132.972
The Sound of Music,Kiwi jr.,192680,8/12/22,37,0.493,120.035
down bad,Yot Club,191640,6/10/22,60,0.476,186.642
I hope we can still be friends,Pity Party (Girls Club),151454,7/27/22,50,0.469,165.968
Change,Jany Green,171381,8/4/22,36,0.566,101.028
No More Excuses,meija,238266,7/29/22,39,0.667,92.033
Shut Up and Show Me,Foreign Air,210773,7/15/22,40,0.341,154.978
Ohm,Been Stellar,329432,8/12/22,36,0.437,75.996
See You When The End's Near,Day Wave,232653,6/24/22,48,0.577,100.01
Ooh! Sumthin' New,Charlie Burg,285746,7/29/22,41,0.679,139.025
Drew,HOAX,173933,8/3/22,44,0.5,170.097
Country Club,Lime Cordiale,209764,7/19/22,53,0.643,176.009
Bite Me,Jackie Hayes,137567,7/27/22,38,0.456,170.033
PEOPLE FUEL,Palmertrees,173643,6/24/22,39,0.474,149.919
Come Apart,Fazerdaze,184240,7/20/22,47,0.754,111.051
take it back (feat. Beck),JAWNY,145718,6/17/22,54,0.631,129.988
FIND OUT THE HARD WAY,Mickey Darling,190913,5/13/22,45,0.463,163.072
I'm So Bored,Sarah and the Sundays,208013,10/15/21,50,0.49,165.056
Awkward Conversations,late night drive home,199636,7/1/22,48,0.327,164.851
Hello Sunshine,Foreign Air,222800,6/10/22,39,0.605,69.189
Madison,Drugdealer,222573,6/15/22,46,0.832,110.472
Looking For Something,CASTLEBEAT,189805,7/27/22,53,0.476,146.044
OH HEY,Hitsujibungaku,237782,5/18/22,47,0.534,146.041
Seasick,The Rare Occasions,150510,6/30/22,52,0.407,171.894
Where Are You Now? (feat. girlhouse),The Wrecks,225128,6/10/22,50,0.59,81.497
More,Rachel Bobbitt,286042,5/10/22,41,0.512,113.968
Zum Herz,Guerilla Toss,258213,7/29/22,34,0.474,159.976
Whales,flipturn,209667,8/19/22,46,0.482,165.145
Facts of Life,Lime Cordiale,248215,4/7/22,54,0.666,118.024
Sleeping in Cars,late night drive home,216807,7/1/22,42,0.476,130.091
Bottom of the Ocean,Briston Maroney,221426,4/29/22,46,0.455,165.864
Speeding 72,Momma,238360,4/19/22,39,0.576,126.984
Feel It All The Time,Soccer Mommy,195800,6/24/22,52,0.582,95.044
Distraction,Ty Segall,310320,7/22/22,43,0.582,131.57
Violent,benches,161040,6/24/22,47,0.386,162.016
No Proper Life,Cari Cari,165655,7/1/22,41,0.628,137.883
Dark Red,Steve Lacy,173104,2/20/17,89,0.603,172.041
Apocalypse,Cigarettes After Sex,290146,6/9/17,83,0.369,94.473
Norman fucking Rockwell,Lana Del Rey,248934,8/30/19,77,0.215,78.287
Babydoll,Dominic Fike,97960,10/16/18,76,0.762,168.007
Sunsetz,Cigarettes After Sex,214680,6/9/17,78,0.412,75.302
Pretty Boy,The Neighbourhood,234093,9/25/20,75,0.578,154.902
Chateau (Feel Alright),Djo,272157,9/13/19,75,0.641,134.881
Kingston,Faye Webster,202653,5/24/19,75,0.73,142.143
dirty claws,Hether,236000,6/10/22,46,0.565,118.189
Texas Sun,Khruangbin,252811,2/7/20,74,0.636,111.563
Them Changes,Thundercat,188453,2/24/17,74,0.657,81.657
Kids,Current Joys,269142,3/8/15,73,0.828,113.45
Sweet,Cigarettes After Sex,291640,6/9/17,75,0.448,96.321
Fire for You,Cannons,231825,7/12/19,73,0.737,102.051
Roddy,Djo,252987,9/13/19,71,0.559,179.991
Cold Little Heart - Radio Edit,Michael Kiwanuka,210299,2/24/17,70,0.629,110.264
It Runs Through Me,Tom Misch,261881,4/6/18,68,0.802,96.916
Lucy,Still Woozy,142500,3/22/18,68,0.647,84.46
Nothing's Gonna Hurt You Baby,Cigarettes After Sex,286293,7/21/12,69,0.509,96.848
Mariella,Khruangbin,310553,2/18/22,68,0.593,109.935
Act Up,Terry Presume,184826,7/29/21,56,0.746,102.012
Soul Brother,Golf Trip,229785,4/6/22,48,0.83,104.007
Real Love Baby,Father John Misty,189293,7/26/16,68,0.417,204.113
You're All I Want,Cigarettes After Sex,264453,5/26/20,67,0.438,92.653
Charcoal Baby,Blood Orange,242341,8/24/18,66,0.622,183.241
Movie,Tom Misch,357357,4/6/18,65,0.785,122.043
Work,Charlotte Day Wilson,224481,8/26/16,65,0.623,129.949
B-Side,Khruangbin,274391,2/18/22,67,0.732,104.764
Cranes in the Sky,Solange,250973,9/30/16,65,0.719,96.988
Casita,Goth Babe,206000,9/10/21,65,0.647,120.057
Mykonos,Fleet Foxes,275306,11/9/18,64,0.3,82.985
I Lied (with Allison Ponthier),Lord Huron,234383,5/21/21,63,0.44,103.877
Sugar,Men I Trust,176315,8/25/21,63,0.823,114.026
Truly Madly Deeply - Recorded at Spotify Studios NYC,Yoke Lore,190392,10/11/17,63,0.675,106.004
Retrograde,James Blake,223600,4/8/13,63,0.533,77.503
Time (You and I),Khruangbin,342189,6/26/20,65,0.751,105.418
Cold War,Cautious Clay,202597,2/21/18,63,0.654,77.083
Saw You In A Dream,The Japanese House,208280,6/30/17,63,0.607,94.054
Playground,Steve Lacy,213797,5/24/19,63,0.482,191.776
"Hey, Ma",Bon Iver,216706,8/9/19,62,0.325,144.296
White Gloves,Khruangbin,218306,11/6/15,65,0.635,91.452
Sarah,Alex G,176146,11/5/12,62,0.65,124.023
Asc. Scorpio,Oracle Sisters,166601,3/11/20,62,0.762,80.204
I Hope to Be Around (Live),Men I Trust,226363,7/10/20,61,0.588,176.273
Patience,Tame Impala,292267,3/22/19,62,0.546,99.965
Drive,Oh Wonder,196465,9/4/15,61,0.657,141.735
Heart It Races - Cover Version,Dr. Dog,231880,6/5/07,60,0.65,98.611
Wish,Blood Orange,181453,9/16/22,60,0.597,132.555
Bound (with Blood Orange),Wet,220332,10/22/21,60,0.629,191.706
Sometimes,Goth Babe,262736,5/7/18,60,0.445,94.978
Bedroom,Litany,186781,6/7/17,60,0.692,184.876
Real Estate,Adam Melchor,216000,12/4/18,60,0.493,79.959
When the Night is Over,Lord Huron,311226,4/20/18,60,0.686,95.989
ocean view,easy life,174735,5/28/21,60,0.736,134.003
Got Weird,dodie,202435,7/29/22,60,0.849,98
Lost in Paris,Tom Misch,194023,4/6/18,59,0.788,104.149
Summer's Over,Jordana,173000,10/13/21,59,0.752,80.702
Sweater Weather,The Neighbourhood,240400,4/19/13,92,0.612,124.053
Heat Waves,Glass Animals,238805,8/6/20,89,0.761,80.87
Scott Street,Phoebe Bridgers,305000,10/2/18,66,0.508,134.944
Intro,The xx,127920,8/18/09,65,0.617,100.363
I Love You So,The Walters,160239,11/28/14,88,0.575,75.977
Do I Wanna Know?,Arctic Monkeys,272394,9/9/13,88,0.548,85.03
Best Friend,Rex Orange County,262231,1/25/17,80,0.575,144.982
Softcore,The Neighbourhood,206280,11/2/18,87,0.575,93.986
SLOW DANCING IN THE DARK,Joji,209273,10/26/18,85,0.515,88.964
we fell in love in october,girl in red,184153,11/21/18,85,0.566,129.959
Lost,Frank Ocean,234093,7/10/12,85,0.913,123.061
Time Moves Slow,BADBADNOTGOOD,273864,7/8/16,71,0.591,140.026
Gooey,Glass Animals,289306,6/3/14,71,0.487,183.114
Why'd You Only Call Me When You're High?,Arctic Monkeys,161123,9/9/13,87,0.691,92.004
Washing Machine Heart,Mitski,128198,8/17/18,83,0.613,105.997
Brooklyn Baby,Lana Del Rey,351640,1/1/14,83,0.404,107.747
Little Dark Age,MGMT,299960,2/9/18,82,0.705,97.512
Hush - Still Woozy Remix,The Mar�_as,182346,9/16/21,63,0.708,103.999
Lovers Rock,TV Girl,213920,6/5/14,82,0.559,104.97
Pluto Projector,Rex Orange County,267520,10/25/19,82,0.379,79.786
No Surprises,Radiohead,229120,5/28/97,82,0.255,76.426
Chamber Of Reflection,Mac DeMarco,231723,4/1/14,81,0.538,131.03
Doin' Time,Lana Del Rey,202192,8/30/19,82,0.641,144.982
Meet Me At Our Spot,THE ANXIETY,162680,3/13/20,81,0.773,94.995
YEAH RIGHT,Joji,174357,10/26/18,81,0.672,169.033
I Can't Handle Change,Roar,198213,3/14/10,80,0.247,185.711
Space Song,Beach House,320466,8/28/15,80,0.508,147.067
Ribs,Lorde,258969,9/27/13,80,0.511,127.978
Eventually,Tame Impala,318591,7/17/15,79,0.424,77.935
Chanel,Frank Ocean,210285,3/10/17,79,0.776,110.134
Cloud 9,Beach Bunny,147350,2/14/20,79,0.637,80.974
Nobody,Mitski,193429,8/17/18,79,0.398,117.296
Royals,Lorde,190185,9/27/13,78,0.674,84.878
Devil Town,Cavetown,179955,11/9/15,78,0.576,99.969
Paper Planes,M.I.A.,205200,8/20/07,77,0.447,172.253
bad idea!,girl in red,219638,9/3/19,77,0.511,162.04
Me and My Husband,Mitski,137141,8/17/18,77,0.497,172.01
K.,Cigarettes After Sex,319560,6/9/17,78,0.454,94.113
Feels Like We Only Go Backwards,Tame Impala,192960,1/1/12,76,0.303,149.508
Sanctuary,Joji,180018,9/24/20,75,0.552,167.834
Loving Is Easy (feat. Benny Sings),Rex Orange County,155720,10/11/17,75,0.756,117.024
Lover Is a Day,Cuco,456000,7/9/16,75,0.406,180.044
Lookalike,Conan Gray,220866,11/16/18,74,0.434,121.645
Float On,Modest Mouse,208466,4/5/04,73,0.649,100.975
Amoeba,Clairo,228922,7/16/21,74,0.739,111.008
Jungle,Emma Louise,202907,3/22/13,73,0.698,125.994
Trouble,Cage The Elephant,225973,12/18/15,72,0.47,77.861
Phone Numbers,Dominic Fike,146826,7/4/19,72,0.884,85.008
Beige,Yoke Lore,204208,6/16/17,72,0.434,167.923
Midnight City,M83,241440,2011,72,0.526,105.009
The Funeral,Band of Horses,322173,3/21/06,71,0.319,122.465
Buzzcut Season,Lorde,246755,9/27/13,71,0.733,111.039
Pain,PinkPantheress,98544,6/7/21,71,0.829,125.605
This Must Be the Place (Naive Melody) - 2005 Remaster,Talking Heads,296146,5/31/83,71,0.942,114.443
Meteor Shower,Cavetown,265010,11/9/15,71,0.512,170.017
Little Lion Man,Mumford & Sons,246973,10/2/09,71,0.517,138.51
The Difference,Flume,139662,3/11/20,71,0.56,159.96
Supercut,Lorde,277506,6/16/17,71,0.562,124.852
Sunset Lover,Petit Biscuit,237792,2015,71,0.783,90.838
Weird Fishes/ Arpeggi,Radiohead,318186,12/28/07,70,0.531,152.958
Pumped Up Kicks,Foster The People,239600,5/23/11,84,0.733,127.975
Mr. Brightside,The Killers,222973,2004,86,0.352,148.033
Dog Days Are Over,Florence + The Machine,251840,2009,72,0.492,149.954
Kids,MGMT,302840,12/14/07,78,0.451,122.961
Sex on Fire,Kings of Leon,203346,9/23/08,82,0.542,153.398
Islands,The xx,160720,8/18/09,54,0.871,124.04
Everything In Its Right Place,Radiohead,251426,10/2/00,65,0.296,123.943
Obstacle 1 - 2012 Remaster,Interpol,251546,8/20/02,56,0.37,120.501
Diane Young,Vampire Weekend,160066,5/13/13,56,0.422,87.076
R U Mine?,Arctic Monkeys,201726,9/9/13,82,0.288,97.094
Seven Nation Army,The White Stripes,232106,4/1/03,84,0.743,123.596
Somebody Told Me,The Killers,197200,2004,78,0.497,138.081
Last Nite,The Strokes,193373,7/30/01,67,0.624,104.061
Paranoid Android,Radiohead,387213,5/28/97,69,0.251,163.709
Psycho Killer - 2005 Remaster,Talking Heads,261413,9/16/77,77,0.721,123.118
All My Friends,LCD Soundsystem,462266,3/12/07,59,0.701,142.584
Girls & Boys,Blur,259385,10/23/00,68,0.693,120.048
Starlight,Muse,240213,6/19/06,74,0.55,121.61
First,Cold War Kids,200360,10/31/14,66,0.468,78.009
Ruby,Kaiser Chiefs,202800,2/26/07,64,0.443,93.43
Rebellion (Lies),Arcade Fire,310893,6/16/04,64,0.401,127.193
"Steady, As She Goes",The Raconteurs,215266,5/15/06,70,0.525,123.696
Red Eyes,The War On Drugs,298920,3/18/14,65,0.464,161.845
Son Of Sam,Elliott Smith,184293,1/1/00,52,0.522,96.062
Spirits,The Strumbellas,203653,4/22/16,72,0.556,80.529
Love Will Tear Us Apart - 2020 Remaster,Joy Division,208453,6/1/80,69,0.527,146.924
Pompeii,Bastille,214147,1/1/13,74,0.679,127.435
The Look,Metronomy,277653,4/11/11,71,0.638,84.947
Run,COIN,207453,1/27/15,35,0.497,76.488
Ready For The Floor,Hot Chip,234240,1/21/08,58,0.764,128.999
Can't Stand Me Now,The Libertines,203733,8/30/04,62,0.368,164.427
Purple Yellow Red and Blue,Portugal. The Man,249746,5/31/13,56,0.601,101.003
Fuck Forever,Babyshambles,277000,11/14/05,30,0.327,113.137
Fire,Kasabian,252279,2009,66,0.525,117.029
If You Wanna,The Vaccines,174013,3/14/11,65,0.353,165.215
Alright,Supergrass,180880,5/15/95,73,0.467,145.92
My Home Away From Home,Take Me Home,240500,2016,31,0.586,127.01
Fall To Pieces,Matt and Kim,234213,4/24/16,33,0.626,135.034
Short Skirt / Long Jacket,CAKE,204133,7/23/01,65,0.778,119.995
Inside Out,Spoon,301960,8/5/14,61,0.621,176.016
Gronlandic Edit,of Montreal,204760,1/23/07,54,0.971,119.953
Heads Will Roll,Yeah Yeah Yeahs,221000,1/1/09,58,0.562,132.009
Some Nights,fun.,277040,2/21/12,71,0.672,107.938
My Number,Foals,238853,1/31/13,67,0.639,128.072
Say It Ain't So,Weezer,258826,5/10/94,77,0.634,151.779
Aquel Bolero,Selene,172200,8/26/22,46,0.753,100.012
Time Machine,Cuco,219632,5/27/22,51,0.483,146.035
DAMN!,Sexy Pigeon,117606,8/26/22,46,0.838,124.986
Repetici�_n,Jass Reyes,176320,9/2/22,32,0.716,106.005
Verbenas,Eva Ryjlen,253134,9/2/22,32,0.671,120.942
Hurac��n,Andres,161531,8/26/22,29,0.658,106.89
Pedestal,Silvina Moreno,208502,9/2/22,49,0.762,103.958
Volver A Empezar,Kaia Lana,175596,8/26/22,49,0.785,99.947
Olvidarte,Jacinto,173853,8/24/22,42,0.588,120.972
Another,Calista Del Toro,228686,2/18/22,23,0.592,148.519
T̼ Me Dejaste de Querer - Tigre Den Session,Ana Mancebo,270578,8/26/22,25,0.409,169.123
Reina De Mi Amor,Tania Dominguez,138111,8/26/22,42,0.577,174.981
You're Thinking Of Me,jame minogue,161243,6/10/22,20,0.8,109.986
Gobi̩rname,Diamante El̩ctrico,211281,8/25/22,45,0.856,106.982
todo bien :-),Josue Alaniz,176620,8/26/22,40,0.591,124.65
Detonaci�_n - Remix,Camila Moreno,232173,8/25/22,43,0.72,138.028
Antifaz,C�_dex F̩nix,263163,8/31/22,26,0.278,120.038
Las Manos (feat. Leo Rizzi),Fuel Fandango,233680,8/31/22,49,0.725,119.937
Tiemblo,Luc�_a Covarrubias,178326,9/1/22,28,0.627,111.934
Amapolas,Leo Rizzi,205716,7/9/21,76,0.784,124.025
como me encanta,Kevin Kaarl,321662,6/2/22,70,0.619,124.884
Care For You,The Mar�_as,156026,10/16/20,60,0.879,109.988
Yours,maye,220887,2/12/21,60,0.67,89.008
Summer Moon (feat. Kevin Kaarl),Leon Bridges,177673,6/17/22,57,0.377,99.343
